Sample in Buffer,Sample in Window,TRIGGER,block_design_i/system_ila_1/inst/probe0_1,block_design_i/system_ila_1/inst/probe1_1,block_design_i/system_ila_1/inst/probe2_1[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,UNSIGNED
0,0,0,0,0,4883
1,1,0,0,0,9965
2,2,0,0,0,13671
3,3,0,0,0,13520
4,4,0,0,0,9387
5,5,0,0,0,4431
6,6,0,0,0,2181
7,7,0,0,0,4279
8,8,0,0,0,9241
9,9,0,0,0,13340
10,10,0,0,0,13816
11,11,0,0,0,10122
12,12,0,0,0,5031
13,13,0,0,0,2240
14,14,0,0,0,3723
15,15,0,0,0,8512
16,16,0,0,0,12932
17,17,0,0,0,14024
18,18,0,0,0,10824
19,19,0,0,0,5698
20,20,0,0,0,2389
21,21,0,0,0,3229
22,22,0,0,0,7756
23,23,0,0,0,12464
24,24,0,0,0,14139
25,25,0,0,0,11503
26,26,0,0,0,6388
27,27,0,0,0,2652
28,28,0,0,0,2823
29,29,0,0,0,7010
30,30,0,0,0,11926
31,31,0,0,0,14164
32,32,0,0,0,12099
33,33,0,0,0,7130
34,34,0,0,0,2991
35,35,0,0,0,2515
36,36,0,0,0,6259
37,37,0,0,0,11321
38,38,0,0,0,14100
39,39,0,0,0,12653
40,40,0,0,0,7879
41,41,0,0,0,3412
42,42,0,0,0,2306
43,43,0,0,0,5548
44,44,0,0,0,10656
45,45,0,0,0,13938
46,46,0,0,0,13141
47,47,0,0,0,8636
48,48,0,0,0,3885
49,49,0,0,0,2204
50,50,0,0,0,4879
51,51,0,0,0,9956
52,52,0,0,0,13674
53,53,0,0,0,13522
54,54,0,0,0,9381
55,55,0,0,0,4432
56,56,0,0,0,2180
57,57,0,0,0,4274
58,58,0,0,0,9242
59,59,0,0,0,13332
60,60,0,0,0,13823
61,61,0,0,0,10123
62,62,0,0,0,5030
63,63,0,0,0,2235
64,64,0,0,0,3717
65,65,0,0,0,8509
66,66,0,0,0,12933
67,67,0,0,0,14024
68,68,0,0,0,10818
69,69,0,0,0,5693
70,70,0,0,0,2391
71,71,0,0,0,3227
72,72,0,0,0,7751
73,73,0,0,0,12458
74,74,0,0,0,14132
75,75,0,0,0,11495
76,76,0,0,0,6394
77,77,0,0,0,2649
78,78,0,0,0,2818
79,79,0,0,0,7004
80,80,0,0,0,11926
81,81,0,0,0,14165
82,82,0,0,0,12109
83,83,0,0,0,7135
84,84,0,0,0,2992
85,85,0,0,0,2523
86,86,0,0,0,6260
87,87,0,0,0,11318
88,88,0,0,0,14092
89,89,0,0,0,12659
90,90,0,0,0,7880
91,91,0,0,0,3420
92,92,0,0,0,2311
93,93,0,0,0,5549
94,94,0,0,0,10647
95,95,0,0,0,13934
96,96,0,0,0,13135
97,97,0,0,0,8632
98,98,0,0,0,3899
99,99,0,0,0,2209
100,100,0,0,0,4881
101,101,0,0,0,9956
102,102,0,0,0,13666
103,103,0,0,0,13528
104,104,0,0,0,9384
105,105,0,0,0,4431
106,106,0,0,0,2187
107,107,0,0,0,4270
108,108,0,0,0,9241
109,109,0,0,0,13341
110,110,0,0,0,13831
111,111,0,0,0,10117
112,112,0,0,0,5036
113,113,0,0,0,2231
114,114,0,0,0,3715
