Sample in Buffer,Sample in Window,TRIGGER,block_design_i/system_ila_1/inst/probe0_1,block_design_i/system_ila_1/inst/probe1_1,block_design_i/system_ila_1/inst/probe2_1[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,UNSIGNED
0,0,0,0,0,13288
1,1,0,0,0,10668
2,2,0,0,0,2570
3,3,0,0,0,6592
4,4,0,0,0,13789
5,5,0,0,0,9210
6,6,0,0,0,2267
7,7,0,0,0,8031
8,8,0,0,0,13978
9,9,0,0,0,7689
10,10,0,0,0,2339
11,11,0,0,0,9472
12,12,0,0,0,13835
13,13,0,0,0,6179
14,14,0,0,0,2785
15,15,0,0,0,10796
16,16,0,0,0,13326
17,17,0,0,0,4842
18,18,0,0,0,3551
19,19,0,0,0,11945
20,20,0,0,0,12478
21,21,0,0,0,3704
22,22,0,0,0,4608
23,23,0,0,0,12887
24,24,0,0,0,11341
25,25,0,0,0,2874
26,26,0,0,0,5895
27,27,0,0,0,13557
28,28,0,0,0,9995
29,29,0,0,0,2382
30,30,0,0,0,7284
31,31,0,0,0,13922
32,32,0,0,0,8476
33,33,0,0,0,2260
34,34,0,0,0,8735
35,35,0,0,0,13941
36,36,0,0,0,6948
37,37,0,0,0,2517
38,38,0,0,0,10127
39,39,0,0,0,13648
40,40,0,0,0,5495
41,41,0,0,0,3118
42,42,0,0,0,11396
43,43,0,0,0,12957
44,44,0,0,0,4261
45,45,0,0,0,4047
46,46,0,0,0,12450
47,47,0,0,0,11979
48,48,0,0,0,3252
49,49,0,0,0,5222
50,50,0,0,0,13270
51,51,0,0,0,10698
52,52,0,0,0,2597
53,53,0,0,0,6562
54,54,0,0,0,13784
55,55,0,0,0,9245
56,56,0,0,0,2258
57,57,0,0,0,8009
58,58,0,0,0,13971
59,59,0,0,0,7729
60,60,0,0,0,2340
61,61,0,0,0,9430
62,62,0,0,0,13826
63,63,0,0,0,6240
64,64,0,0,0,2778
65,65,0,0,0,10783
66,66,0,0,0,13331
67,67,0,0,0,4870
68,68,0,0,0,3540
69,69,0,0,0,11934
70,70,0,0,0,12493
71,71,0,0,0,3723
72,72,0,0,0,4577
73,73,0,0,0,12872
74,74,0,0,0,11374
75,75,0,0,0,2866
76,76,0,0,0,5859
77,77,0,0,0,13547
78,78,0,0,0,10007
79,79,0,0,0,2376
80,80,0,0,0,7263
81,81,0,0,0,13923
82,82,0,0,0,8509
83,83,0,0,0,2255
84,84,0,0,0,8716
85,85,0,0,0,13938
86,86,0,0,0,6968
87,87,0,0,0,2509
88,88,0,0,0,10110
89,89,0,0,0,13623
90,90,0,0,0,5536
91,91,0,0,0,3114
92,92,0,0,0,11369
93,93,0,0,0,12971
94,94,0,0,0,4270
95,95,0,0,0,4027
96,96,0,0,0,12437
97,97,0,0,0,11991
98,98,0,0,0,3265
99,99,0,0,0,5199
100,100,0,0,0,13254
101,101,0,0,0,10722
102,102,0,0,0,2584
103,103,0,0,0,6519
104,104,0,0,0,13777
105,105,0,0,0,9269
106,106,0,0,0,2261
107,107,0,0,0,7972
108,108,0,0,0,13970
109,109,0,0,0,7765
110,110,0,0,0,2326
111,111,0,0,0,9416
112,112,0,0,0,13835
113,113,0,0,0,6243
114,114,0,0,0,2764
115,115,0,0,0,10755
116,116,0,0,0,13344
117,117,0,0,0,4899
118,118,0,0,0,3516
119,119,0,0,0,11917
120,120,0,0,0,12519
121,121,0,0,0,3732
122,122,0,0,0,4562
123,123,0,0,0,12869
124,124,0,0,0,11378
125,125,0,0,0,2906
126,126,0,0,0,5851
127,127,0,0,0,13532
128,128,0,0,0,10032
129,129,0,0,0,2402
130,130,0,0,0,7246
131,131,0,0,0,13900
132,132,0,0,0,8542
133,133,0,0,0,2249
134,134,0,0,0,8696
135,135,0,0,0,13952
136,136,0,0,0,7016
137,137,0,0,0,2497
138,138,0,0,0,10086
139,139,0,0,0,13651
140,140,0,0,0,5560
141,141,0,0,0,3099
142,142,0,0,0,11346
143,143,0,0,0,12960
144,144,0,0,0,4290
145,145,0,0,0,3998
146,146,0,0,0,12414
147,147,0,0,0,12003
148,148,0,0,0,3292
149,149,0,0,0,5170
150,150,0,0,0,13249
151,151,0,0,0,10738
152,152,0,0,0,2603
153,153,0,0,0,6511
154,154,0,0,0,13773
155,155,0,0,0,9315
156,156,0,0,0,2267
157,157,0,0,0,7935
158,158,0,0,0,13969
159,159,0,0,0,7796
160,160,0,0,0,2318
161,161,0,0,0,9383
162,162,0,0,0,13847
163,163,0,0,0,6284
164,164,0,0,0,2753
165,165,0,0,0,10735
166,166,0,0,0,13373
167,167,0,0,0,4932
168,168,0,0,0,3497
169,169,0,0,0,11910
170,170,0,0,0,12546
171,171,0,0,0,3757
172,172,0,0,0,4547
173,173,0,0,0,12855
174,174,0,0,0,11417
175,175,0,0,0,2879
176,176,0,0,0,5811
177,177,0,0,0,13527
178,178,0,0,0,10070
179,179,0,0,0,2386
180,180,0,0,0,7215
181,181,0,0,0,13908
182,182,0,0,0,8564
183,183,0,0,0,2259
184,184,0,0,0,8653
185,185,0,0,0,13957
186,186,0,0,0,7023
187,187,0,0,0,2490
188,188,0,0,0,10074
189,189,0,0,0,13658
190,190,0,0,0,5582
191,191,0,0,0,3072
192,192,0,0,0,11327
193,193,0,0,0,13013
194,194,0,0,0,4319
195,195,0,0,0,3969
196,196,0,0,0,12402
197,197,0,0,0,12029
198,198,0,0,0,3300
199,199,0,0,0,5140
200,200,0,0,0,13208
201,201,0,0,0,10772
202,202,0,0,0,2629
203,203,0,0,0,6480
204,204,0,0,0,13753
205,205,0,0,0,9342
206,206,0,0,0,2273
207,207,0,0,0,7919
208,208,0,0,0,13960
209,209,0,0,0,7836
210,210,0,0,0,2313
211,211,0,0,0,9367
212,212,0,0,0,13858
213,213,0,0,0,6328
214,214,0,0,0,2720
215,215,0,0,0,10678
216,216,0,0,0,13394
217,217,0,0,0,4966
218,218,0,0,0,3489
219,219,0,0,0,11874
220,220,0,0,0,12551
221,221,0,0,0,3783
222,222,0,0,0,4516
223,223,0,0,0,12831
224,224,0,0,0,11460
225,225,0,0,0,2915
226,226,0,0,0,5778
227,227,0,0,0,13514
228,228,0,0,0,10097
229,229,0,0,0,2408
