Sample in Buffer,Sample in Window,TRIGGER,block_design_i/system_ila_1/inst/probe0_1,block_design_i/system_ila_1/inst/probe1_1,block_design_i/system_ila_1/inst/probe2_1[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,UNSIGNED
0,0,0,0,0,11511
1,1,0,0,0,16333
2,2,0,0,0,15615
3,3,0,0,0,16335
4,4,0,0,0,15597
5,5,0,0,0,16335
6,6,0,0,0,15609
7,7,0,0,0,16335
8,8,0,0,0,15611
9,9,0,0,0,16341
10,10,0,0,0,15599
11,11,0,0,0,16332
12,12,0,0,0,15615
13,13,0,0,0,16339
14,14,0,0,0,15593
15,15,0,0,0,16344
16,16,0,0,0,15594
17,17,0,0,0,16350
18,18,0,0,0,15582
19,19,0,0,0,16348
20,20,0,0,0,15599
21,21,0,0,0,16343
22,22,0,0,0,11511
23,23,0,0,0,16341
24,24,0,0,0,15600
25,25,0,0,0,16337
26,26,0,0,0,15597
27,27,0,0,0,16350
28,28,0,0,0,15596
29,29,0,0,0,16348
30,30,0,0,0,15592
31,31,0,0,0,16340
32,32,0,0,0,15608
33,33,0,0,0,16326
34,34,0,0,0,15599
35,35,0,0,0,16351
36,36,0,0,0,11499
37,37,0,0,0,16349
38,38,0,0,0,15598
39,39,0,0,0,16349
40,40,0,0,0,15599
41,41,0,0,0,16343
42,42,0,0,0,15599
43,43,0,0,0,16335
44,44,0,0,0,11497
45,45,0,0,0,16338
46,46,0,0,0,11496
47,47,0,0,0,16345
48,48,0,0,0,11487
49,49,0,0,0,16346
50,50,0,0,0,11500
51,51,0,0,0,16351
52,52,0,0,0,11499
53,53,0,0,0,16361
54,54,0,0,0,11500
55,55,0,0,0,16364
56,56,0,0,0,11491
57,57,0,0,0,16351
58,58,0,0,0,11513
59,59,0,0,0,16341
60,60,0,0,0,11493
61,61,0,0,0,16367
62,62,0,0,0,11495
63,63,0,0,0,16345
64,64,0,0,0,11497
65,65,0,0,0,16365
66,66,0,0,0,11491
67,67,0,0,0,16342
68,68,0,0,0,15597
69,69,0,0,0,16354
70,70,0,0,0,15579
71,71,0,0,0,16353
72,72,0,0,0,11481
73,73,0,0,0,16365
74,74,0,0,0,11498
75,75,0,0,0,16359
76,76,0,0,0,11493
77,77,0,0,0,16351
78,78,0,0,0,11497
79,79,0,0,0,16359
80,80,0,0,0,11499
81,81,0,0,0,16361
82,82,0,0,0,11487
83,83,0,0,0,16365
84,84,0,0,0,11471
85,85,0,0,0,16367
86,86,0,0,0,11482
87,87,0,0,0,16360
88,88,0,0,0,11501
89,89,0,0,0,16353
90,90,0,0,0,11487
91,91,0,0,0,16377
92,92,0,0,0,11478
93,93,0,0,0,16343
94,94,0,0,0,11492
95,95,0,0,0,16335
96,96,0,0,0,11485
97,97,0,0,0,16359
98,98,0,0,0,11485
99,99,0,0,0,16352
100,100,0,0,0,11496
101,101,0,0,0,16376
102,102,0,0,0,11474
103,103,0,0,0,16368
104,104,0,0,0,11473
105,105,0,0,0,16359
106,106,0,0,0,11485
107,107,0,0,0,16368
108,108,0,0,0,11483
109,109,0,0,0,16361
110,110,0,0,0,11497
111,111,0,0,0,16371
112,112,0,0,0,11484
113,113,0,0,0,16365
114,114,0,0,0,11481
115,115,0,0,0,16355
116,116,0,0,0,11481
117,117,0,0,0,16360
118,118,0,0,0,11484
119,119,0,0,0,16366
120,120,0,0,0,11490
121,121,0,0,0,16360
122,122,0,0,0,11464
123,123,0,0,0,16365
124,124,0,0,0,11471
125,125,0,0,0,16320
126,126,0,0,0,11478
127,127,0,0,0,16361
128,128,0,0,0,11487
129,129,0,0,0,16365
130,130,0,0,0,11479
131,131,0,0,0,16365
132,132,0,0,0,11460
133,133,0,0,0,16368
134,134,0,0,0,11478
135,135,0,0,0,16323
136,136,0,0,0,11473
137,137,0,0,0,16376
138,138,0,0,0,11471
139,139,0,0,0,16381
140,140,0,0,0,11475
141,141,0,0,0,16366
142,142,0,0,0,11483
143,143,0,0,0,16365
