Sample in Buffer,Sample in Window,TRIGGER,block_design_i/system_ila_1/inst/probe0_1,block_design_i/system_ila_1/inst/probe1_1,block_design_i/system_ila_1/inst/probe2_1[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,UNSIGNED
0,0,0,0,0,1127
1,1,0,0,0,11638
2,2,0,0,0,11540
3,3,0,0,0,3183
4,4,0,0,0,13414
5,5,0,0,0,10738
6,6,0,0,0,3359
7,7,0,0,0,14078
8,8,0,0,0,9910
9,9,0,0,0,1538
10,10,0,0,0,13649
11,11,0,0,0,10007
12,12,0,0,0,1855
13,13,0,0,0,14150
14,14,0,0,0,8083
15,15,0,0,0,3300
16,16,0,0,0,14536
17,17,0,0,0,7190
18,18,0,0,0,3860
19,19,0,0,0,14827
20,20,0,0,0,6325
21,21,0,0,0,3431
22,22,0,0,0,16062
23,23,0,0,0,7536
24,24,0,0,0,5169
25,25,0,0,0,15154
26,26,0,0,0,6745
27,27,0,0,0,4888
28,28,0,0,0,15163
29,29,0,0,0,3924
30,30,0,0,0,7746
31,31,0,0,0,16088
32,32,0,0,0,3245
33,33,0,0,0,7564
34,34,0,0,0,14837
35,35,0,0,0,2658
36,36,0,0,0,7398
37,37,0,0,0,15522
38,38,0,0,0,2164
39,39,0,0,0,10328
40,40,0,0,0,14093
41,41,0,0,0,1757
42,42,0,0,0,10190
43,43,0,0,0,13586
44,44,0,0,0,1398
45,45,0,0,0,10040
46,46,0,0,0,14007
47,47,0,0,0,1203
48,48,0,0,0,11876
49,49,0,0,0,14358
50,50,0,0,0,1099
51,51,0,0,0,11641
52,52,0,0,0,11556
53,53,0,0,0,3204
54,54,0,0,0,13408
55,55,0,0,0,10733
56,56,0,0,0,3320
57,57,0,0,0,14065
58,58,0,0,0,9861
59,59,0,0,0,1512
60,60,0,0,0,13634
61,61,0,0,0,10007
62,62,0,0,0,1850
63,63,0,0,0,14149
64,64,0,0,0,8129
65,65,0,0,0,3319
66,66,0,0,0,14523
67,67,0,0,0,7236
68,68,0,0,0,3834
69,69,0,0,0,14832
70,70,0,0,0,6336
71,71,0,0,0,3453
72,72,0,0,0,16086
73,73,0,0,0,7533
74,74,0,0,0,5136
75,75,0,0,0,15166
76,76,0,0,0,6727
77,77,0,0,0,4875
78,78,0,0,0,15153
79,79,0,0,0,3926
80,80,0,0,0,7712
81,81,0,0,0,16061
82,82,0,0,0,3245
83,83,0,0,0,7554
84,84,0,0,0,14838
85,85,0,0,0,2652
86,86,0,0,0,7379
87,87,0,0,0,15512
88,88,0,0,0,2158
89,89,0,0,0,10326
90,90,0,0,0,14124
91,91,0,0,0,1749
92,92,0,0,0,10153
93,93,0,0,0,13573
94,94,0,0,0,1431
95,95,0,0,0,10006
96,96,0,0,0,13994
97,97,0,0,0,1223
98,98,0,0,0,11878
99,99,0,0,0,14369
100,100,0,0,0,1138
101,101,0,0,0,11615
102,102,0,0,0,11581
103,103,0,0,0,3235
104,104,0,0,0,13424
105,105,0,0,0,10782
106,106,0,0,0,3304
107,107,0,0,0,14061
108,108,0,0,0,9901
109,109,0,0,0,1507
110,110,0,0,0,13622
111,111,0,0,0,10046
112,112,0,0,0,1830
113,113,0,0,0,14097
114,114,0,0,0,8116
115,115,0,0,0,3277
116,116,0,0,0,14530
117,117,0,0,0,7224
118,118,0,0,0,3833
119,119,0,0,0,14872
120,120,0,0,0,6350
121,121,0,0,0,3450
122,122,0,0,0,16053
123,123,0,0,0,7533
124,124,0,0,0,4163
125,125,0,0,0,15185
126,126,0,0,0,6730
127,127,0,0,0,4894
128,128,0,0,0,15165
129,129,0,0,0,3938
130,130,0,0,0,7721
131,131,0,0,0,16092
132,132,0,0,0,3273
133,133,0,0,0,7540
134,134,0,0,0,14831
135,135,0,0,0,2655
136,136,0,0,0,7386
137,137,0,0,0,15547
138,138,0,0,0,2176
139,139,0,0,0,10317
140,140,0,0,0,14120
141,141,0,0,0,1754
142,142,0,0,0,10180
143,143,0,0,0,13600
144,144,0,0,0,1396
145,145,0,0,0,9990
146,146,0,0,0,14020
147,147,0,0,0,1208
148,148,0,0,0,11865
149,149,0,0,0,14393
150,150,0,0,0,1141
151,151,0,0,0,11644
152,152,0,0,0,11579
