Sample in Buffer,Sample in Window,TRIGGER,block_design_i/system_ila_1/inst/probe0_1,block_design_i/system_ila_1/inst/probe1_1,block_design_i/system_ila_1/inst/probe2_1[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,UNSIGNED
0,0,0,0,0,12034
1,1,0,0,0,5383
2,2,0,0,0,9564
3,3,0,0,0,8107
4,4,0,0,0,6792
5,5,0,0,0,10876
6,6,0,0,0,4363
7,7,0,0,0,12993
8,8,0,0,0,2852
9,9,0,0,0,13869
10,10,0,0,0,2634
11,11,0,0,0,13319
12,12,0,0,0,3776
13,13,0,0,0,11479
14,14,0,0,0,6032
15,15,0,0,0,8858
16,16,0,0,0,8822
17,17,0,0,0,6106
18,18,0,0,0,11482
19,19,0,0,0,3867
20,20,0,0,0,13336
21,21,0,0,0,2657
22,22,0,0,0,13870
23,23,0,0,0,2795
24,24,0,0,0,12962
25,25,0,0,0,4250
26,26,0,0,0,10878
27,27,0,0,0,6683
28,28,0,0,0,8149
29,29,0,0,0,9519
30,30,0,0,0,5498
31,31,0,0,0,12051
32,32,0,0,0,3464
33,33,0,0,0,13609
34,34,0,0,0,2577
35,35,0,0,0,13766
36,36,0,0,0,3044
37,37,0,0,0,12546
38,38,0,0,0,4790
39,39,0,0,0,10231
40,40,0,0,0,7384
41,41,0,0,0,7457
42,42,0,0,0,10242
43,43,0,0,0,4893
44,44,0,0,0,12561
45,45,0,0,0,3115
46,46,0,0,0,13796
47,47,0,0,0,2558
48,48,0,0,0,13581
49,49,0,0,0,3366
50,50,0,0,0,12027
51,51,0,0,0,5377
52,52,0,0,0,9554
53,53,0,0,0,8115
54,54,0,0,0,6779
55,55,0,0,0,10899
56,56,0,0,0,4361
57,57,0,0,0,13008
58,58,0,0,0,2851
59,59,0,0,0,13887
60,60,0,0,0,2639
61,61,0,0,0,13316
62,62,0,0,0,3786
63,63,0,0,0,11480
64,64,0,0,0,6023
65,65,0,0,0,8863
66,66,0,0,0,8832
67,67,0,0,0,6093
68,68,0,0,0,11485
69,69,0,0,0,3872
70,70,0,0,0,13342
71,71,0,0,0,2656
72,72,0,0,0,13883
73,73,0,0,0,2792
74,74,0,0,0,12964
75,75,0,0,0,4254
76,76,0,0,0,10849
77,77,0,0,0,6714
78,78,0,0,0,8148
79,79,0,0,0,9556
80,80,0,0,0,5488
81,81,0,0,0,12066
82,82,0,0,0,3431
83,83,0,0,0,13612
84,84,0,0,0,2557
85,85,0,0,0,13776
86,86,0,0,0,3056
87,87,0,0,0,12530
88,88,0,0,0,4810
89,89,0,0,0,10193
90,90,0,0,0,7423
91,91,0,0,0,7437
92,92,0,0,0,10245
93,93,0,0,0,4877
94,94,0,0,0,12581
95,95,0,0,0,3108
96,96,0,0,0,13782
97,97,0,0,0,2565
98,98,0,0,0,13579
99,99,0,0,0,3393
100,100,0,0,0,12011
101,101,0,0,0,5419
102,102,0,0,0,9528
103,103,0,0,0,8136
104,104,0,0,0,6781
105,105,0,0,0,10901
106,106,0,0,0,4354
107,107,0,0,0,13021
108,108,0,0,0,2842
109,109,0,0,0,13883
110,110,0,0,0,2642
111,111,0,0,0,13307
112,112,0,0,0,3812
113,113,0,0,0,11438
114,114,0,0,0,6029
115,115,0,0,0,8828
116,116,0,0,0,8852
117,117,0,0,0,6078
118,118,0,0,0,11511
119,119,0,0,0,3853
120,120,0,0,0,13339
121,121,0,0,0,2658
122,122,0,0,0,13871
123,123,0,0,0,2809
124,124,0,0,0,12948
125,125,0,0,0,4280
126,126,0,0,0,10843
127,127,0,0,0,6730
