Sample in Buffer,Sample in Window,TRIGGER,block_design_i/system_ila_1/inst/probe0_1,block_design_i/system_ila_1/inst/probe1_1,block_design_i/system_ila_1/inst/probe2_1[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,UNSIGNED
0,0,0,0,0,2638
1,1,0,0,0,9728
2,2,0,0,0,12040
3,3,0,0,0,2504
4,4,0,0,0,10399
5,5,0,0,0,11459
6,6,0,0,0,2432
7,7,0,0,0,11021
8,8,0,0,0,10831
9,9,0,0,0,2476
10,10,0,0,0,11597
11,11,0,0,0,10151
12,12,0,0,0,2604
13,13,0,0,0,12146
14,14,0,0,0,9444
15,15,0,0,0,2833
16,16,0,0,0,12624
17,17,0,0,0,8715
18,18,0,0,0,3118
19,19,0,0,0,13053
20,20,0,0,0,7984
21,21,0,0,0,3491
22,22,0,0,0,13397
23,23,0,0,0,7239
24,24,0,0,0,3948
25,25,0,0,0,13655
26,26,0,0,0,6516
27,27,0,0,0,4440
28,28,0,0,0,13840
29,29,0,0,0,5854
30,30,0,0,0,5000
31,31,0,0,0,13937
32,32,0,0,0,5187
33,33,0,0,0,5618
34,34,0,0,0,13924
35,35,0,0,0,4594
36,36,0,0,0,6253
37,37,0,0,0,13833
38,38,0,0,0,4063
39,39,0,0,0,6947
40,40,0,0,0,13654
41,41,0,0,0,3577
42,42,0,0,0,7633
43,43,0,0,0,13374
44,44,0,0,0,3200
45,45,0,0,0,8349
46,46,0,0,0,13014
47,47,0,0,0,2883
48,48,0,0,0,9058
49,49,0,0,0,12565
50,50,0,0,0,2648
51,51,0,0,0,9727
52,52,0,0,0,12056
53,53,0,0,0,2507
54,54,0,0,0,10391
55,55,0,0,0,11477
56,56,0,0,0,2450
57,57,0,0,0,11002
58,58,0,0,0,10843
59,59,0,0,0,2491
60,60,0,0,0,11591
61,61,0,0,0,10145
62,62,0,0,0,2609
63,63,0,0,0,12129
64,64,0,0,0,9452
65,65,0,0,0,2835
66,66,0,0,0,12612
67,67,0,0,0,8715
68,68,0,0,0,3109
69,69,0,0,0,13030
70,70,0,0,0,7972
71,71,0,0,0,3501
72,72,0,0,0,13381
73,73,0,0,0,7279
74,74,0,0,0,3934
75,75,0,0,0,13653
76,76,0,0,0,6545
77,77,0,0,0,4446
78,78,0,0,0,13839
79,79,0,0,0,5859
80,80,0,0,0,5017
81,81,0,0,0,13934
82,82,0,0,0,5227
83,83,0,0,0,5611
84,84,0,0,0,13930
85,85,0,0,0,4602
86,86,0,0,0,6270
87,87,0,0,0,13848
88,88,0,0,0,4065
89,89,0,0,0,6950
90,90,0,0,0,13649
91,91,0,0,0,3577
92,92,0,0,0,7639
93,93,0,0,0,13380
94,94,0,0,0,3210
95,95,0,0,0,8337
96,96,0,0,0,13016
97,97,0,0,0,2887
98,98,0,0,0,9010
99,99,0,0,0,12586
100,100,0,0,0,2651
101,101,0,0,0,9709
102,102,0,0,0,12054
103,103,0,0,0,2509
104,104,0,0,0,10356
105,105,0,0,0,11473
106,106,0,0,0,2433
107,107,0,0,0,10997
108,108,0,0,0,10863
109,109,0,0,0,2483
110,110,0,0,0,11589
111,111,0,0,0,10151
112,112,0,0,0,2605
113,113,0,0,0,12125
114,114,0,0,0,9440
115,115,0,0,0,2818
116,116,0,0,0,12625
117,117,0,0,0,8714
118,118,0,0,0,3119
119,119,0,0,0,13036
120,120,0,0,0,7992
121,121,0,0,0,3486
122,122,0,0,0,13386
123,123,0,0,0,7272
124,124,0,0,0,3932
125,125,0,0,0,13647
126,126,0,0,0,6544
127,127,0,0,0,4433
128,128,0,0,0,13842
129,129,0,0,0,5856
130,130,0,0,0,5010
131,131,0,0,0,13938
132,132,0,0,0,5175
133,133,0,0,0,5628
134,134,0,0,0,13928
135,135,0,0,0,4628
136,136,0,0,0,6274
137,137,0,0,0,13828
138,138,0,0,0,4088
139,139,0,0,0,6931
140,140,0,0,0,13653
141,141,0,0,0,3601
142,142,0,0,0,7635
143,143,0,0,0,13380
144,144,0,0,0,3198
145,145,0,0,0,8334
146,146,0,0,0,13026
147,147,0,0,0,2862
148,148,0,0,0,9022
149,149,0,0,0,12567
150,150,0,0,0,2648
151,151,0,0,0,9716
152,152,0,0,0,12056
153,153,0,0,0,2512
154,154,0,0,0,10362
155,155,0,0,0,11481
156,156,0,0,0,2454
157,157,0,0,0,10992
158,158,0,0,0,10848
159,159,0,0,0,2482
160,160,0,0,0,11590
161,161,0,0,0,10163
162,162,0,0,0,2608
163,163,0,0,0,12122
164,164,0,0,0,9468
165,165,0,0,0,2837
166,166,0,0,0,12600
167,167,0,0,0,8725
168,168,0,0,0,3109
169,169,0,0,0,13025
170,170,0,0,0,7997
171,171,0,0,0,3486
172,172,0,0,0,13376
173,173,0,0,0,7268
174,174,0,0,0,3941
175,175,0,0,0,13653
176,176,0,0,0,6549
177,177,0,0,0,4434
178,178,0,0,0,13837
179,179,0,0,0,5861
180,180,0,0,0,4997
181,181,0,0,0,13926
182,182,0,0,0,5227
183,183,0,0,0,5615
184,184,0,0,0,13923
185,185,0,0,0,4605
186,186,0,0,0,6267
187,187,0,0,0,13834
188,188,0,0,0,4080
189,189,0,0,0,6938
190,190,0,0,0,13662
191,191,0,0,0,3600
192,192,0,0,0,7617
193,193,0,0,0,13406
194,194,0,0,0,3202
195,195,0,0,0,8320
196,196,0,0,0,13027
197,197,0,0,0,2891
198,198,0,0,0,9007
199,199,0,0,0,12580
200,200,0,0,0,2638
201,201,0,0,0,9698
202,202,0,0,0,12073
203,203,0,0,0,2512
204,204,0,0,0,10339
205,205,0,0,0,11486
206,206,0,0,0,2445
207,207,0,0,0,10987
208,208,0,0,0,10875
209,209,0,0,0,2478
210,210,0,0,0,11583
211,211,0,0,0,10182
212,212,0,0,0,2589
213,213,0,0,0,12121
214,214,0,0,0,9493
215,215,0,0,0,2800
216,216,0,0,0,12606
217,217,0,0,0,8758
218,218,0,0,0,3104
219,219,0,0,0,13018
220,220,0,0,0,8028
221,221,0,0,0,3479
222,222,0,0,0,13377
223,223,0,0,0,7293
