Sample in Buffer,Sample in Window,TRIGGER,block_design_i/system_ila_ad_if/inst/probe0_1[13:0],block_design_i/system_ila_ad_if/inst/probe1_1,block_design_i/system_ila_ad_if/inst/probe2_1[13:0],block_design_i/system_ila_ad_if/inst/probe3_1[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,HEX,SIGNED,HEX
0,0,0,-7459,1,3317,00000001
1,1,0,3317,1,-7567,00000001
2,2,0,-7567,1,-4847,00000001
3,3,0,-4847,1,-7442,00000001
4,4,0,-7442,1,3321,00000001
5,5,0,3321,1,-7569,00000001
6,6,0,-7569,1,-4841,00000001
7,7,0,-4841,1,-7439,00000001
8,8,0,-7439,1,3313,00000001
9,9,0,3313,1,-7572,00000001
10,10,0,-7572,1,-4848,00000001
11,11,0,-4848,1,-7439,00000001
12,12,0,-7439,1,3318,00000001
13,13,0,3318,1,-7577,00000001
14,14,0,-7577,1,-4846,00000001
15,15,0,-4846,1,-7434,00000001
16,16,0,-7434,1,3310,00000001
17,17,0,3310,1,-7580,00000001
18,18,0,-7580,1,-4835,00000001
19,19,0,-4835,1,-7436,00000001
20,20,0,-7436,1,3304,00000001
21,21,0,3304,1,-7572,00000001
22,22,0,-7572,1,-4835,00000001
23,23,0,-4835,1,-7449,00000001
24,24,0,-7449,1,3310,00000001
25,25,0,3310,1,-7570,00000001
26,26,0,-7570,1,-4844,00000001
27,27,0,-4844,1,-7445,00000001
28,28,0,-7445,1,3313,00000001
29,29,0,3313,1,-7564,00000001
30,30,0,-7564,1,-4840,00000001
31,31,0,-4840,1,-7449,00000001
32,32,0,-7449,1,3316,00000001
33,33,0,3316,1,-7565,00000001
34,34,0,-7565,1,-4836,00000001
35,35,0,-4836,1,-7466,00000001
36,36,0,-7466,1,3314,00000001
37,37,0,3314,1,-7548,00000001
38,38,0,-7548,1,-4843,00000001
39,39,0,-4843,1,-7475,00000001
40,40,0,-7475,1,3323,00000001
41,41,0,3323,1,-7546,00000001
42,42,0,-7546,1,-4838,00000001
43,43,0,-4838,1,-7475,00000001
44,44,0,-7475,1,3320,00000001
45,45,0,3320,1,-7545,00000001
46,46,0,-7545,1,-4836,00000001
47,47,0,-4836,1,-7484,00000001
48,48,0,-7484,1,3317,00000001
49,49,0,3317,1,-7535,00000001
50,50,0,-7535,1,-4843,00000001
51,51,0,-4843,1,-7489,00000001
52,52,0,-7489,1,3319,00000001
53,53,0,3319,1,-7537,00000001
54,54,0,-7537,1,-4840,00000001
55,55,0,-4840,1,-7482,00000001
56,56,0,-7482,1,3325,00000001
57,57,0,3325,1,-7538,00000001
58,58,0,-7538,1,-4839,00000001
59,59,0,-4839,1,-7485,00000001
60,60,0,-7485,1,3325,00000001
61,61,0,3325,1,-7539,00000001
62,62,0,-7539,1,-4837,00000001
63,63,0,-4837,1,-7489,00000001
64,64,0,-7489,1,3325,00000001
65,65,0,3325,1,-7535,00000001
66,66,0,-7535,1,-4840,00000001
67,67,0,-4840,1,-7488,00000001
68,68,0,-7488,1,3325,00000001
69,69,0,3325,1,-7527,00000001
70,70,0,-7527,1,-4842,00000001
71,71,0,-4842,1,-7495,00000001
72,72,0,-7495,1,3325,00000001
73,73,0,3325,1,-7538,00000001
74,74,0,-7538,1,-4840,00000001
75,75,0,-4840,1,-7488,00000001
76,76,0,-7488,1,3321,00000001
77,77,0,3321,1,-7541,00000001
78,78,0,-7541,1,-4840,00000001
79,79,0,-4840,1,-7486,00000001
80,80,0,-7486,1,3324,00000001
81,81,0,3324,1,-7535,00000001
82,82,0,-7535,1,-4844,00000001
83,83,0,-4844,1,-7474,00000001
84,84,0,-7474,1,3324,00000001
85,85,0,3324,1,-7550,00000001
86,86,0,-7550,1,-4839,00000001
87,87,0,-4839,1,-7481,00000001
88,88,0,-7481,1,3319,00000001
89,89,0,3319,1,-7544,00000001
90,90,0,-7544,1,-4844,00000001
91,91,0,-4844,1,-7472,00000001
92,92,0,-7472,1,3322,00000001
93,93,0,3322,1,-7553,00000001
94,94,0,-7553,1,-4840,00000001
95,95,0,-4840,1,-7462,00000001
96,96,0,-7462,1,3316,00000001
97,97,0,3316,1,-7559,00000001
98,98,0,-7559,1,-4844,00000001
99,99,0,-4844,1,-7454,00000001
100,100,0,-7454,1,3318,00000001
101,101,0,3318,1,-7567,00000001
102,102,0,-7567,1,-4845,00000001
103,103,0,-4845,1,-7451,00000001
104,104,0,-7451,1,3315,00000001
105,105,0,3315,1,-7570,00000001
106,106,0,-7570,1,-4841,00000001
107,107,0,-4841,1,-7439,00000001
108,108,0,-7439,1,3312,00000001
109,109,0,3312,1,-7570,00000001
110,110,0,-7570,1,-4843,00000001
111,111,0,-4843,1,-7442,00000001
112,112,0,-7442,1,3312,00000001
113,113,0,3312,1,-7573,00000001
114,114,0,-7573,1,-4848,00000001
115,115,0,-4848,1,-7442,00000001
116,116,0,-7442,1,3310,00000001
117,117,0,3310,1,-7568,00000001
118,118,0,-7568,1,-4846,00000001
119,119,0,-4846,1,-7443,00000001
120,120,0,-7443,1,3313,00000001
121,121,0,3313,1,-7570,00000001
122,122,0,-7570,1,-4839,00000001
123,123,0,-4839,1,-7446,00000001
124,124,0,-7446,1,3311,00000001
125,125,0,3311,1,-7567,00000001
126,126,0,-7567,1,-4842,00000001
127,127,0,-4842,1,-7450,00000001
128,128,0,-7450,1,3314,00000001
129,129,0,3314,1,-7560,00000001
130,130,0,-7560,1,-4840,00000001
131,131,0,-4840,1,-7459,00000001
132,132,0,-7459,1,3314,00000001
133,133,0,3314,1,-7558,00000001
134,134,0,-7558,1,-4845,00000001
135,135,0,-4845,1,-7463,00000001
136,136,0,-7463,1,3317,00000001
137,137,0,3317,1,-7555,00000001
138,138,0,-7555,1,-4841,00000001
139,139,0,-4841,1,-7470,00000001
140,140,0,-7470,1,3318,00000001
141,141,0,3318,1,-7552,00000001
142,142,0,-7552,1,-4838,00000001
143,143,0,-4838,1,-7474,00000001
144,144,0,-7474,1,3321,00000001
145,145,0,3321,1,-7543,00000001
146,146,0,-7543,1,-4838,00000001
147,147,0,-4838,1,-7481,00000001
148,148,0,-7481,1,3320,00000001
149,149,0,3320,1,-7534,00000001
150,150,0,-7534,1,-4845,00000001
151,151,0,-4845,1,-7481,00000001
152,152,0,-7481,1,3320,00000001
153,153,0,3320,1,-7535,00000001
154,154,0,-7535,1,-4844,00000001
155,155,0,-4844,1,-7488,00000001
156,156,0,-7488,1,3325,00000001
157,157,0,3325,1,-7533,00000001
158,158,0,-7533,1,-4840,00000001
159,159,0,-4840,1,-7488,00000001
160,160,0,-7488,1,3324,00000001
161,161,0,3324,1,-7536,00000001
162,162,0,-7536,1,-4841,00000001
163,163,0,-4841,1,-7489,00000001
164,164,0,-7489,1,3323,00000001
165,165,0,3323,1,-7534,00000001
166,166,0,-7534,1,-4841,00000001
167,167,0,-4841,1,-7495,00000001
168,168,0,-7495,1,3322,00000001
169,169,0,3322,1,-7534,00000001
170,170,0,-7534,1,-4846,00000001
171,171,0,-4846,1,-7495,00000001
172,172,0,-7495,1,3324,00000001
173,173,0,3324,1,-7536,00000001
174,174,0,-7536,1,-4838,00000001
175,175,0,-4838,1,-7489,00000001
176,176,0,-7489,1,3325,00000001
177,177,0,3325,1,-7542,00000001
178,178,0,-7542,1,-4838,00000001
179,179,0,-4838,1,-7485,00000001
180,180,0,-7485,1,3324,00000001
181,181,0,3324,1,-7533,00000001
182,182,0,-7533,1,-4843,00000001
183,183,0,-4843,1,-7481,00000001
184,184,0,-7481,1,3323,00000001
185,185,0,3323,1,-7541,00000001
186,186,0,-7541,1,-4844,00000001
187,187,0,-4844,1,-7483,00000001
188,188,0,-7483,1,3319,00000001
189,189,0,3319,1,-7550,00000001
190,190,0,-7550,1,-4844,00000001
191,191,0,-4844,1,-7472,00000001
192,192,0,-7472,1,3317,00000001
193,193,0,3317,1,-7553,00000001
194,194,0,-7553,1,-4843,00000001
195,195,0,-4843,1,-7464,00000001
196,196,0,-7464,1,3316,00000001
197,197,0,3316,1,-7558,00000001
198,198,0,-7558,1,-4838,00000001
199,199,0,-4838,1,-7453,00000001
200,200,0,-7453,1,3317,00000001
201,201,0,3317,1,-7563,00000001
202,202,0,-7563,1,-4848,00000001
203,203,0,-4848,1,-7447,00000001
204,204,0,-7447,1,3320,00000001
205,205,0,3320,1,-7574,00000001
206,206,0,-7574,1,-4842,00000001
207,207,0,-4842,1,-7439,00000001
208,208,0,-7439,1,3310,00000001
209,209,0,3310,1,-7575,00000001
210,210,0,-7575,1,-4842,00000001
211,211,0,-4842,1,-7442,00000001
212,212,0,-7442,1,3311,00000001
213,213,0,3311,1,-7572,00000001
214,214,0,-7572,1,-4840,00000001
215,215,0,-4840,1,-7440,00000001
216,216,0,-7440,1,3315,00000001
217,217,0,3315,1,-7570,00000001
218,218,0,-7570,1,-4845,00000001
219,219,0,-4845,1,-7447,00000001
220,220,0,-7447,1,3312,00000001
221,221,0,3312,1,-7572,00000001
222,222,0,-7572,1,-4840,00000001
223,223,0,-4840,1,-7443,00000001
224,224,0,-7443,1,3309,00000001
225,225,0,3309,1,-7565,00000001
226,226,0,-7565,1,-4843,00000001
227,227,0,-4843,1,-7451,00000001
228,228,0,-7451,1,3311,00000001
229,229,0,3311,1,-7560,00000001
230,230,0,-7560,1,-4843,00000001
231,231,0,-4843,1,-7453,00000001
232,232,0,-7453,1,3313,00000001
233,233,0,3313,1,-7554,00000001
234,234,0,-7554,1,-4838,00000001
235,235,0,-4838,1,-7464,00000001
236,236,0,-7464,1,3316,00000001
237,237,0,3316,1,-7549,00000001
238,238,0,-7549,1,-4840,00000001
239,239,0,-4840,1,-7475,00000001
240,240,0,-7475,1,3318,00000001
241,241,0,3318,1,-7547,00000001
242,242,0,-7547,1,-4840,00000001
243,243,0,-4840,1,-7472,00000001
244,244,0,-7472,1,3319,00000001
245,245,0,3319,1,-7547,00000001
246,246,0,-7547,1,-4839,00000001
247,247,0,-4839,1,-7477,00000001
248,248,0,-7477,1,3320,00000001
249,249,0,3320,1,-7540,00000001
250,250,0,-7540,1,-4841,00000001
251,251,0,-4841,1,-7485,00000001
252,252,0,-7485,1,3322,00000001
253,253,0,3322,1,-7535,00000001
254,254,0,-7535,1,-4843,00000001
255,255,0,-4843,1,-7492,00000001
256,256,0,-7492,1,3322,00000001
257,257,0,3322,1,-7537,00000001
258,258,0,-7537,1,-4840,00000001
259,259,0,-4840,1,-7492,00000001
260,260,0,-7492,1,3328,00000001
261,261,0,3328,1,-7536,00000001
262,262,0,-7536,1,-4841,00000001
263,263,0,-4841,1,-7494,00000001
264,264,0,-7494,1,3326,00000001
265,265,0,3326,1,-7528,00000001
266,266,0,-7528,1,-4841,00000001
267,267,0,-4841,1,-7490,00000001
268,268,0,-7490,1,3324,00000001
269,269,0,3324,1,-7536,00000001
270,270,0,-7536,1,-4840,00000001
271,271,0,-4840,1,-7492,00000001
272,272,0,-7492,1,3325,00000001
273,273,0,3325,1,-7529,00000001
274,274,0,-7529,1,-4842,00000001
275,275,0,-4842,1,-7484,00000001
276,276,0,-7484,1,3325,00000001
277,277,0,3325,1,-7534,00000001
278,278,0,-7534,1,-4842,00000001
279,279,0,-4842,1,-7488,00000001
280,280,0,-7488,1,3326,00000001
281,281,0,3326,1,-7539,00000001
282,282,0,-7539,1,-4844,00000001
283,283,0,-4844,1,-7481,00000001
284,284,0,-7481,1,3323,00000001
285,285,0,3323,1,-7546,00000001
286,286,0,-7546,1,-4839,00000001
287,287,0,-4839,1,-7477,00000001
288,288,0,-7477,1,3319,00000001
289,289,0,3319,1,-7548,00000001
290,290,0,-7548,1,-4841,00000001
291,291,0,-4841,1,-7471,00000001
292,292,0,-7471,1,3317,00000001
293,293,0,3317,1,-7550,00000001
294,294,0,-7550,1,-4843,00000001
295,295,0,-4843,1,-7462,00000001
296,296,0,-7462,1,3322,00000001
297,297,0,3322,1,-7557,00000001
298,298,0,-7557,1,-4838,00000001
299,299,0,-4838,1,-7453,00000001
300,300,0,-7453,1,3323,00000001
301,301,0,3323,1,-7562,00000001
302,302,0,-7562,1,-4843,00000001
303,303,0,-4843,1,-7447,00000001
304,304,0,-7447,1,3315,00000001
305,305,0,3315,1,-7575,00000001
306,306,0,-7575,1,-4844,00000001
307,307,0,-4844,1,-7442,00000001
308,308,0,-7442,1,3314,00000001
309,309,0,3314,1,-7578,00000001
310,310,0,-7578,1,-4843,00000001
311,311,0,-4843,1,-7441,00000001
312,312,0,-7441,1,3315,00000001
313,313,0,3315,1,-7575,00000001
314,314,0,-7575,1,-4843,00000001
315,315,0,-4843,1,-7440,00000001
316,316,0,-7440,1,3313,00000001
317,317,0,3313,1,-7571,00000001
318,318,0,-7571,1,-4840,00000001
319,319,0,-4840,1,-7440,00000001
320,320,0,-7440,1,3312,00000001
321,321,0,3312,1,-7575,00000001
322,322,0,-7575,1,-4843,00000001
323,323,0,-4843,1,-7440,00000001
324,324,0,-7440,1,3313,00000001
325,325,0,3313,1,-7566,00000001
326,326,0,-7566,1,-4843,00000001
327,327,0,-4843,1,-7455,00000001
328,328,0,-7455,1,3315,00000001
329,329,0,3315,1,-7560,00000001
330,330,0,-7560,1,-4844,00000001
331,331,0,-4844,1,-7458,00000001
332,332,0,-7458,1,3321,00000001
333,333,0,3321,1,-7554,00000001
334,334,0,-7554,1,-4843,00000001
335,335,0,-4843,1,-7458,00000001
336,336,0,-7458,1,3323,00000001
337,337,0,3323,1,-7558,00000001
338,338,0,-7558,1,-4837,00000001
339,339,0,-4837,1,-7473,00000001
340,340,0,-7473,1,3316,00000001
341,341,0,3316,1,-7543,00000001
342,342,0,-7543,1,-4842,00000001
343,343,0,-4842,1,-7478,00000001
344,344,0,-7478,1,3320,00000001
345,345,0,3320,1,-7542,00000001
346,346,0,-7542,1,-4845,00000001
347,347,0,-4845,1,-7479,00000001
348,348,0,-7479,1,3322,00000001
349,349,0,3322,1,-7546,00000001
350,350,0,-7546,1,-4840,00000001
351,351,0,-4840,1,-7477,00000001
352,352,0,-7477,1,3321,00000001
353,353,0,3321,1,-7545,00000001
354,354,0,-7545,1,-4836,00000001
355,355,0,-4836,1,-7489,00000001
356,356,0,-7489,1,3323,00000001
357,357,0,3323,1,-7533,00000001
358,358,0,-7533,1,-4843,00000001
359,359,0,-4843,1,-7490,00000001
360,360,0,-7490,1,3324,00000001
361,361,0,3324,1,-7538,00000001
362,362,0,-7538,1,-4842,00000001
363,363,0,-4842,1,-7491,00000001
364,364,0,-7491,1,3323,00000001
365,365,0,3323,1,-7536,00000001
366,366,0,-7536,1,-4842,00000001
367,367,0,-4842,1,-7490,00000001
368,368,0,-7490,1,3322,00000001
369,369,0,3322,1,-7537,00000001
370,370,0,-7537,1,-4843,00000001
371,371,0,-4843,1,-7493,00000001
372,372,0,-7493,1,3325,00000001
373,373,0,3325,1,-7540,00000001
374,374,0,-7540,1,-4840,00000001
375,375,0,-4840,1,-7490,00000001
376,376,0,-7490,1,3320,00000001
377,377,0,3320,1,-7536,00000001
378,378,0,-7536,1,-4843,00000001
379,379,0,-4843,1,-7490,00000001
380,380,0,-7490,1,3324,00000001
381,381,0,3324,1,-7543,00000001
382,382,0,-7543,1,-4840,00000001
383,383,0,-4840,1,-7484,00000001
384,384,0,-7484,1,3320,00000001
385,385,0,3320,1,-7543,00000001
386,386,0,-7543,1,-4841,00000001
387,387,0,-4841,1,-7474,00000001
388,388,0,-7474,1,3322,00000001
389,389,0,3322,1,-7548,00000001
390,390,0,-7548,1,-4841,00000001
391,391,0,-4841,1,-7465,00000001
392,392,0,-7465,1,3320,00000001
393,393,0,3320,1,-7550,00000001
394,394,0,-7550,1,-4842,00000001
395,395,0,-4842,1,-7467,00000001
396,396,0,-7467,1,3317,00000001
397,397,0,3317,1,-7561,00000001
398,398,0,-7561,1,-4844,00000001
399,399,0,-4844,1,-7454,00000001
400,400,0,-7454,1,3317,00000001
401,401,0,3317,1,-7564,00000001
402,402,0,-7564,1,-4845,00000001
403,403,0,-4845,1,-7450,00000001
404,404,0,-7450,1,3318,00000001
405,405,0,3318,1,-7574,00000001
406,406,0,-7574,1,-4840,00000001
407,407,0,-4840,1,-7438,00000001
408,408,0,-7438,1,3313,00000001
409,409,0,3313,1,-7575,00000001
410,410,0,-7575,1,-4844,00000001
411,411,0,-4844,1,-7439,00000001
412,412,0,-7439,1,3310,00000001
413,413,0,3310,1,-7574,00000001
414,414,0,-7574,1,-4838,00000001
415,415,0,-4838,1,-7439,00000001
416,416,0,-7439,1,3314,00000001
417,417,0,3314,1,-7571,00000001
418,418,0,-7571,1,-4841,00000001
419,419,0,-4841,1,-7440,00000001
420,420,0,-7440,1,3311,00000001
421,421,0,3311,1,-7572,00000001
422,422,0,-7572,1,-4841,00000001
423,423,0,-4841,1,-7442,00000001
424,424,0,-7442,1,3311,00000001
425,425,0,3311,1,-7566,00000001
426,426,0,-7566,1,-4839,00000001
427,427,0,-4839,1,-7451,00000001
428,428,0,-7451,1,3314,00000001
429,429,0,3314,1,-7561,00000001
430,430,0,-7561,1,-4839,00000001
431,431,0,-4839,1,-7454,00000001
432,432,0,-7454,1,3312,00000001
433,433,0,3312,1,-7557,00000001
434,434,0,-7557,1,-4842,00000001
435,435,0,-4842,1,-7464,00000001
436,436,0,-7464,1,3317,00000001
437,437,0,3317,1,-7551,00000001
438,438,0,-7551,1,-4841,00000001
439,439,0,-4841,1,-7469,00000001
440,440,0,-7469,1,3318,00000001
441,441,0,3318,1,-7552,00000001
442,442,0,-7552,1,-4837,00000001
443,443,0,-4837,1,-7469,00000001
444,444,0,-7469,1,3317,00000001
445,445,0,3317,1,-7544,00000001
446,446,0,-7544,1,-4839,00000001
447,447,0,-4839,1,-7475,00000001
448,448,0,-7475,1,3315,00000001
449,449,0,3315,1,-7543,00000001
450,450,0,-7543,1,-4836,00000001
451,451,0,-4836,1,-7484,00000001
452,452,0,-7484,1,3326,00000001
453,453,0,3326,1,-7535,00000001
454,454,0,-7535,1,-4844,00000001
455,455,0,-4844,1,-7492,00000001
456,456,0,-7492,1,3325,00000001
457,457,0,3325,1,-7535,00000001
458,458,0,-7535,1,-4843,00000001
459,459,0,-4843,1,-7493,00000001
460,460,0,-7493,1,3324,00000001
461,461,0,3324,1,-7537,00000001
462,462,0,-7537,1,-4841,00000001
463,463,0,-4841,1,-7492,00000001
464,464,0,-7492,1,3323,00000001
465,465,0,3323,1,-7533,00000001
466,466,0,-7533,1,-4843,00000001
467,467,0,-4843,1,-7490,00000001
468,468,0,-7490,1,3328,00000001
469,469,0,3328,1,-7532,00000001
470,470,0,-7532,1,-4841,00000001
471,471,0,-4841,1,-7491,00000001
472,472,0,-7491,1,3324,00000001
473,473,0,3324,1,-7535,00000001
474,474,0,-7535,1,-4839,00000001
475,475,0,-4839,1,-7489,00000001
476,476,0,-7489,1,3325,00000001
477,477,0,3325,1,-7535,00000001
478,478,0,-7535,1,-4838,00000001
479,479,0,-4838,1,-7493,00000001
480,480,0,-7493,1,3325,00000001
481,481,0,3325,1,-7542,00000001
482,482,0,-7542,1,-4842,00000001
483,483,0,-4842,1,-7480,00000001
484,484,0,-7480,1,3326,00000001
485,485,0,3326,1,-7552,00000001
486,486,0,-7552,1,-4839,00000001
487,487,0,-4839,1,-7479,00000001
488,488,0,-7479,1,3321,00000001
489,489,0,3321,1,-7548,00000001
490,490,0,-7548,1,-4842,00000001
491,491,0,-4842,1,-7470,00000001
492,492,0,-7470,1,3323,00000001
493,493,0,3323,1,-7559,00000001
494,494,0,-7559,1,-4843,00000001
495,495,0,-4843,1,-7465,00000001
496,496,0,-7465,1,3316,00000001
497,497,0,3316,1,-7560,00000001
498,498,0,-7560,1,-4845,00000001
499,499,0,-4845,1,-7446,00000001
500,500,0,-7446,1,3316,00000001
501,501,0,3316,1,-7568,00000001
502,502,0,-7568,1,-4842,00000001
503,503,0,-4842,1,-7442,00000001
504,504,0,-7442,1,3319,00000001
505,505,0,3319,1,-7571,00000001
506,506,0,-7571,1,-4843,00000001
507,507,0,-4843,1,-7435,00000001
508,508,0,-7435,1,3316,00000001
509,509,0,3316,1,-7575,00000001
510,510,0,-7575,1,-4843,00000001
511,511,0,-4843,1,-7435,00000001
512,512,0,-7435,1,3311,00000001
513,513,0,3311,1,-7576,00000001
514,514,0,-7576,1,-4846,00000001
515,515,0,-4846,1,-7436,00000001
516,516,0,-7436,1,3312,00000001
517,517,0,3312,1,-7579,00000001
518,518,0,-7579,1,-4840,00000001
519,519,0,-4840,1,-7443,00000001
520,520,0,-7443,1,3310,00000001
521,521,0,3310,1,-7573,00000001
522,522,0,-7573,1,-4840,00000001
523,523,0,-4840,1,-7443,00000001
524,524,0,-7443,1,3310,00000001
525,525,0,3310,1,-7563,00000001
526,526,0,-7563,1,-4843,00000001
527,527,0,-4843,1,-7448,00000001
528,528,0,-7448,1,3315,00000001
529,529,0,3315,1,-7561,00000001
530,530,0,-7561,1,-4842,00000001
531,531,0,-4842,1,-7453,00000001
532,532,0,-7453,1,3315,00000001
533,533,0,3315,1,-7559,00000001
534,534,0,-7559,1,-4839,00000001
535,535,0,-4839,1,-7461,00000001
536,536,0,-7461,1,3315,00000001
537,537,0,3315,1,-7548,00000001
538,538,0,-7548,1,-4841,00000001
539,539,0,-4841,1,-7472,00000001
540,540,0,-7472,1,3317,00000001
541,541,0,3317,1,-7546,00000001
542,542,0,-7546,1,-4841,00000001
543,543,0,-4841,1,-7472,00000001
544,544,0,-7472,1,3319,00000001
545,545,0,3319,1,-7542,00000001
546,546,0,-7542,1,-4842,00000001
547,547,0,-4842,1,-7478,00000001
548,548,0,-7478,1,3319,00000001
549,549,0,3319,1,-7537,00000001
550,550,0,-7537,1,-4843,00000001
551,551,0,-4843,1,-7480,00000001
552,552,0,-7480,1,3319,00000001
553,553,0,3319,1,-7538,00000001
554,554,0,-7538,1,-4844,00000001
555,555,0,-4844,1,-7495,00000001
556,556,0,-7495,1,3321,00000001
557,557,0,3321,1,-7531,00000001
558,558,0,-7531,1,-4842,00000001
559,559,0,-4842,1,-7493,00000001
560,560,0,-7493,1,3325,00000001
561,561,0,3325,1,-7530,00000001
562,562,0,-7530,1,-4843,00000001
563,563,0,-4843,1,-7495,00000001
564,564,0,-7495,1,3328,00000001
565,565,0,3328,1,-7531,00000001
566,566,0,-7531,1,-4842,00000001
567,567,0,-4842,1,-7494,00000001
568,568,0,-7494,1,3329,00000001
569,569,0,3329,1,-7533,00000001
570,570,0,-7533,1,-4840,00000001
571,571,0,-4840,1,-7495,00000001
572,572,0,-7495,1,3326,00000001
573,573,0,3326,1,-7535,00000001
574,574,0,-7535,1,-4846,00000001
575,575,0,-4846,1,-7491,00000001
576,576,0,-7491,1,3323,00000001
577,577,0,3323,1,-7538,00000001
578,578,0,-7538,1,-4844,00000001
579,579,0,-4844,1,-7483,00000001
580,580,0,-7483,1,3323,00000001
581,581,0,3323,1,-7541,00000001
582,582,0,-7541,1,-4843,00000001
583,583,0,-4843,1,-7481,00000001
584,584,0,-7481,1,3321,00000001
585,585,0,3321,1,-7539,00000001
586,586,0,-7539,1,-4843,00000001
587,587,0,-4843,1,-7481,00000001
588,588,0,-7481,1,3322,00000001
589,589,0,3322,1,-7551,00000001
590,590,0,-7551,1,-4846,00000001
591,591,0,-4846,1,-7473,00000001
592,592,0,-7473,1,3319,00000001
593,593,0,3319,1,-7555,00000001
594,594,0,-7555,1,-4841,00000001
595,595,0,-4841,1,-7470,00000001
596,596,0,-7470,1,3321,00000001
597,597,0,3321,1,-7559,00000001
598,598,0,-7559,1,-4844,00000001
599,599,0,-4844,1,-7455,00000001
600,600,0,-7455,1,3320,00000001
601,601,0,3320,1,-7565,00000001
602,602,0,-7565,1,-4847,00000001
603,603,0,-4847,1,-7447,00000001
604,604,0,-7447,1,3321,00000001
605,605,0,3321,1,-7573,00000001
606,606,0,-7573,1,-4843,00000001
607,607,0,-4843,1,-7442,00000001
608,608,0,-7442,1,3309,00000001
609,609,0,3309,1,-7578,00000001
610,610,0,-7578,1,-4841,00000001
611,611,0,-4841,1,-7441,00000001
612,612,0,-7441,1,3308,00000001
613,613,0,3308,1,-7577,00000001
614,614,0,-7577,1,-4843,00000001
615,615,0,-4843,1,-7442,00000001
616,616,0,-7442,1,3310,00000001
617,617,0,3310,1,-7573,00000001
618,618,0,-7573,1,-4844,00000001
619,619,0,-4844,1,-7433,00000001
620,620,0,-7433,1,3311,00000001
621,621,0,3311,1,-7562,00000001
622,622,0,-7562,1,-4842,00000001
623,623,0,-4842,1,-7446,00000001
624,624,0,-7446,1,3315,00000001
625,625,0,3315,1,-7570,00000001
626,626,0,-7570,1,-4840,00000001
627,627,0,-4840,1,-7460,00000001
628,628,0,-7460,1,3315,00000001
629,629,0,3315,1,-7560,00000001
630,630,0,-7560,1,-4839,00000001
631,631,0,-4839,1,-7462,00000001
632,632,0,-7462,1,3316,00000001
633,633,0,3316,1,-7557,00000001
634,634,0,-7557,1,-4842,00000001
635,635,0,-4842,1,-7465,00000001
636,636,0,-7465,1,3314,00000001
637,637,0,3314,1,-7551,00000001
638,638,0,-7551,1,-4841,00000001
639,639,0,-4841,1,-7469,00000001
640,640,0,-7469,1,3316,00000001
641,641,0,3316,1,-7547,00000001
642,642,0,-7547,1,-4839,00000001
643,643,0,-4839,1,-7475,00000001
644,644,0,-7475,1,3320,00000001
645,645,0,3320,1,-7536,00000001
646,646,0,-7536,1,-4842,00000001
647,647,0,-4842,1,-7490,00000001
648,648,0,-7490,1,3320,00000001
649,649,0,3320,1,-7534,00000001
650,650,0,-7534,1,-4842,00000001
651,651,0,-4842,1,-7488,00000001
652,652,0,-7488,1,3327,00000001
653,653,0,3327,1,-7532,00000001
654,654,0,-7532,1,-4846,00000001
655,655,0,-4846,1,-7493,00000001
656,656,0,-7493,1,3327,00000001
657,657,0,3327,1,-7535,00000001
658,658,0,-7535,1,-4839,00000001
659,659,0,-4839,1,-7490,00000001
660,660,0,-7490,1,3322,00000001
661,661,0,3322,1,-7535,00000001
662,662,0,-7535,1,-4835,00000001
663,663,0,-4835,1,-7498,00000001
664,664,0,-7498,1,3328,00000001
665,665,0,3328,1,-7529,00000001
666,666,0,-7529,1,-4843,00000001
667,667,0,-4843,1,-7497,00000001
668,668,0,-7497,1,3329,00000001
669,669,0,3329,1,-7536,00000001
670,670,0,-7536,1,-4844,00000001
671,671,0,-4844,1,-7492,00000001
672,672,0,-7492,1,3326,00000001
673,673,0,3326,1,-7539,00000001
674,674,0,-7539,1,-4842,00000001
675,675,0,-4842,1,-7490,00000001
676,676,0,-7490,1,3322,00000001
677,677,0,3322,1,-7533,00000001
678,678,0,-7533,1,-4841,00000001
679,679,0,-4841,1,-7493,00000001
680,680,0,-7493,1,3327,00000001
681,681,0,3327,1,-7536,00000001
682,682,0,-7536,1,-4841,00000001
683,683,0,-4841,1,-7484,00000001
684,684,0,-7484,1,3325,00000001
685,685,0,3325,1,-7539,00000001
686,686,0,-7539,1,-4839,00000001
687,687,0,-4839,1,-7477,00000001
688,688,0,-7477,1,3319,00000001
689,689,0,3319,1,-7547,00000001
690,690,0,-7547,1,-4842,00000001
691,691,0,-4842,1,-7477,00000001
692,692,0,-7477,1,3318,00000001
693,693,0,3318,1,-7550,00000001
694,694,0,-7550,1,-4846,00000001
695,695,0,-4846,1,-7464,00000001
696,696,0,-7464,1,3322,00000001
697,697,0,3322,1,-7559,00000001
698,698,0,-7559,1,-4841,00000001
699,699,0,-4841,1,-7455,00000001
700,700,0,-7455,1,3320,00000001
701,701,0,3320,1,-7568,00000001
702,702,0,-7568,1,-4845,00000001
703,703,0,-4845,1,-7449,00000001
704,704,0,-7449,1,3319,00000001
705,705,0,3319,1,-7569,00000001
706,706,0,-7569,1,-4846,00000001
707,707,0,-4846,1,-7446,00000001
