Sample in Buffer,Sample in Window,TRIGGER,block_design_i/system_ila_1/inst/probe0_1,block_design_i/system_ila_1/inst/probe1_1,block_design_i/system_ila_1/inst/probe2_1[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,UNSIGNED
0,0,0,0,0,15419
1,1,0,0,0,1745
2,2,0,0,0,12029
3,3,0,0,0,16357
4,4,0,0,0,11787
5,5,0,0,0,3818
6,6,0,0,0,15552
7,7,0,0,0,14020
8,8,0,0,0,10711
9,9,0,0,0,6217
10,10,0,0,0,14428
11,11,0,0,0,11518
12,12,0,0,0,11665
13,13,0,0,0,5811
14,14,0,0,0,16305
15,15,0,0,0,11781
16,16,0,0,0,10177
17,17,0,0,0,7623
18,18,0,0,0,15601
19,19,0,0,0,16074
20,20,0,0,0,4048
21,21,0,0,0,9427
22,22,0,0,0,16321
23,23,0,0,0,16273
24,24,0,0,0,1509
25,25,0,0,0,12264
26,26,0,0,0,14660
27,27,0,0,0,14623
28,28,0,0,0,2241
29,29,0,0,0,14823
30,30,0,0,0,13764
31,31,0,0,0,12147
32,32,0,0,0,3455
33,33,0,0,0,16107
34,34,0,0,0,12267
35,35,0,0,0,12206
36,36,0,0,0,5999
37,37,0,0,0,14912
38,38,0,0,0,10614
39,39,0,0,0,11464
40,40,0,0,0,7722
41,41,0,0,0,15357
42,42,0,0,0,11006
43,43,0,0,0,9172
44,44,0,0,0,8505
45,45,0,0,0,15378
46,46,0,0,0,16136
47,47,0,0,0,3123
48,48,0,0,0,11337
49,49,0,0,0,15050
50,50,0,0,0,15414
51,51,0,0,0,1730
52,52,0,0,0,11971
53,53,0,0,0,16371
54,54,0,0,0,11784
55,55,0,0,0,3821
56,56,0,0,0,15567
57,57,0,0,0,14018
58,58,0,0,0,10707
59,59,0,0,0,6239
60,60,0,0,0,14443
61,61,0,0,0,11457
62,62,0,0,0,11766
63,63,0,0,0,5783
64,64,0,0,0,16277
65,65,0,0,0,11763
66,66,0,0,0,10231
67,67,0,0,0,7621
68,68,0,0,0,15600
69,69,0,0,0,16076
70,70,0,0,0,4069
71,71,0,0,0,9437
72,72,0,0,0,16373
73,73,0,0,0,16349
74,74,0,0,0,1364
75,75,0,0,0,12243
76,76,0,0,0,14667
77,77,0,0,0,14584
78,78,0,0,0,2259
79,79,0,0,0,14755
80,80,0,0,0,13759
81,81,0,0,0,12140
82,82,0,0,0,3394
83,83,0,0,0,16086
84,84,0,0,0,13313
85,85,0,0,0,10029
86,86,0,0,0,5980
87,87,0,0,0,14840
88,88,0,0,0,10749
89,89,0,0,0,11355
90,90,0,0,0,7781
91,91,0,0,0,15328
92,92,0,0,0,10990
93,93,0,0,0,9087
94,94,0,0,0,8521
95,95,0,0,0,15444
96,96,0,0,0,16183
97,97,0,0,0,3139
98,98,0,0,0,11332
99,99,0,0,0,15059
100,100,0,0,0,15419
101,101,0,0,0,1756
102,102,0,0,0,12028
103,103,0,0,0,16366
104,104,0,0,0,11822
105,105,0,0,0,3808
106,106,0,0,0,15560
107,107,0,0,0,14052
108,108,0,0,0,10508
109,109,0,0,0,6204
110,110,0,0,0,14397
111,111,0,0,0,11464
112,112,0,0,0,11720
113,113,0,0,0,5805
114,114,0,0,0,16287
115,115,0,0,0,11797
116,116,0,0,0,10180
117,117,0,0,0,7651
118,118,0,0,0,15402
119,119,0,0,0,16062
120,120,0,0,0,3995
121,121,0,0,0,9440
122,122,0,0,0,16329
123,123,0,0,0,16286
124,124,0,0,0,1472
125,125,0,0,0,12177
126,126,0,0,0,14651
127,127,0,0,0,14620
128,128,0,0,0,2209
129,129,0,0,0,14751
130,130,0,0,0,13774
131,131,0,0,0,12169
132,132,0,0,0,3428
133,133,0,0,0,16018
134,134,0,0,0,12279
135,135,0,0,0,3982
136,136,0,0,0,5968
137,137,0,0,0,14819
138,138,0,0,0,10706
139,139,0,0,0,11394
140,140,0,0,0,7851
141,141,0,0,0,15309
142,142,0,0,0,11004
143,143,0,0,0,9170
144,144,0,0,0,8500
145,145,0,0,0,15371
146,146,0,0,0,16213
147,147,0,0,0,3196
148,148,0,0,0,11305
149,149,0,0,0,14991
150,150,0,0,0,15562
151,151,0,0,0,1767
152,152,0,0,0,11947
153,153,0,0,0,16380
154,154,0,0,0,11815
155,155,0,0,0,3803
156,156,0,0,0,15552
157,157,0,0,0,14024
158,158,0,0,0,10733
159,159,0,0,0,6200
160,160,0,0,0,14466
161,161,0,0,0,11488
162,162,0,0,0,11733
163,163,0,0,0,5823
164,164,0,0,0,16303
165,165,0,0,0,11817
166,166,0,0,0,10161
167,167,0,0,0,7576
168,168,0,0,0,15553
169,169,0,0,0,16068
170,170,0,0,0,4062
171,171,0,0,0,9413
172,172,0,0,0,16271
173,173,0,0,0,16324
174,174,0,0,0,1477
175,175,0,0,0,12248
176,176,0,0,0,14642
177,177,0,0,0,14603
178,178,0,0,0,2184
179,179,0,0,0,14847
180,180,0,0,0,13647
181,181,0,0,0,12142
182,182,0,0,0,3450
183,183,0,0,0,15989
184,184,0,0,0,13388
185,185,0,0,0,10022
186,186,0,0,0,5989
187,187,0,0,0,14843
188,188,0,0,0,10615
189,189,0,0,0,11387
190,190,0,0,0,7777
191,191,0,0,0,15313
192,192,0,0,0,10954
193,193,0,0,0,9175
194,194,0,0,0,8496
195,195,0,0,0,15356
196,196,0,0,0,7159
197,197,0,0,0,3147
198,198,0,0,0,11389
199,199,0,0,0,14991
200,200,0,0,0,15580
201,201,0,0,0,1692
202,202,0,0,0,11955
203,203,0,0,0,16360
204,204,0,0,0,11806
205,205,0,0,0,3792
206,206,0,0,0,15554
207,207,0,0,0,14052
208,208,0,0,0,10608
209,209,0,0,0,6200
210,210,0,0,0,14430
211,211,0,0,0,11500
212,212,0,0,0,11719
213,213,0,0,0,5804
214,214,0,0,0,16172
215,215,0,0,0,11811
216,216,0,0,0,10149
217,217,0,0,0,7578
218,218,0,0,0,15492
219,219,0,0,0,16095
220,220,0,0,0,4040
221,221,0,0,0,9397
222,222,0,0,0,16285
223,223,0,0,0,8133
224,224,0,0,0,1520
225,225,0,0,0,12273
226,226,0,0,0,14671
227,227,0,0,0,14621
228,228,0,0,0,2211
229,229,0,0,0,14747
230,230,0,0,0,13771
231,231,0,0,0,12156
232,232,0,0,0,3425
233,233,0,0,0,15972
